timestamp,open,high,low,close,volume
2025-03-12 04:00:00,82127.73,82541.47,81296.0,82447.79,4065.50034
2025-03-12 08:00:00,82447.78,83076.79,82000.29,83004.45,4874.62168
2025-03-12 12:00:00,83004.45,84539.85,80607.65,81738.97,11813.60583
2025-03-12 16:00:00,81738.97,83165.46,81626.64,82915.93,4215.51153
2025-03-12 20:00:00,82915.94,83887.26,82709.36,83680.12,2252.80792
2025-03-13 00:00:00,83680.12,84336.33,83312.92,83577.14,3767.48722
2025-03-13 04:00:00,83577.14,83709.03,82851.0,83151.99,3084.39535
2025-03-13 08:00:00,83152.0,83522.61,82400.04,82975.86,3199.56767
2025-03-13 12:00:00,82975.86,83900.0,80954.29,81044.72,7631.10248
2025-03-13 16:00:00,81044.72,81264.73,79939.9,80211.4,7395.86973
2025-03-13 20:00:00,80210.4,81484.23,80189.89,81115.78,2467.85167
2025-03-14 00:00:00,81115.78,82270.51,80818.84,81888.77,2746.60637
2025-03-14 04:00:00,81888.77,82454.5,81780.08,82170.85,2021.59745
2025-03-14 08:00:00,82170.84,83348.46,82170.84,83253.15,3340.43802
2025-03-14 12:00:00,83253.15,85309.71,82640.59,84724.58,11416.8729
2025-03-14 16:00:00,84724.58,84950.0,83949.19,84554.0,4662.53549
2025-03-14 20:00:00,84554.0,84554.01,83717.69,83983.2,2670.47732
2025-03-15 00:00:00,83983.19,84676.28,83964.57,84491.99,1801.07938
2025-03-15 04:00:00,84492.0,84559.0,83791.09,83827.31,1787.51614
2025-03-15 08:00:00,83827.32,84184.58,83618.0,84103.74,2551.69547
2025-03-15 12:00:00,84103.74,84499.74,84010.58,84346.02,2795.90086
2025-03-15 16:00:00,84346.03,84498.72,84076.92,84299.98,1681.69068
2025-03-15 20:00:00,84299.99,84467.7,84237.58,84338.44,706.85067
2025-03-16 00:00:00,84338.44,84393.72,83733.86,84332.34,1213.99013
2025-03-16 04:00:00,84332.35,84418.0,83972.57,84273.96,964.71247
2025-03-16 08:00:00,84273.95,84335.43,82381.46,82410.02,2982.64569
2025-03-16 12:00:00,82410.01,83508.95,82400.0,83320.83,3782.45365
2025-03-16 16:00:00,83320.83,85117.04,82562.36,83098.47,5881.93983
2025-03-16 20:00:00,83098.47,83453.01,81981.12,82574.53,2770.38354
2025-03-17 00:00:00,82574.52,83725.39,82523.0,83675.65,2140.41723
2025-03-17 04:00:00,83675.64,83869.77,82682.62,83567.87,2436.57299
2025-03-17 08:00:00,83567.88,83783.02,83220.11,83514.73,1904.26795
2025-03-17 12:00:00,83514.73,84000.0,82456.0,83531.06,5473.06801
2025-03-17 16:00:00,83531.07,84756.83,83103.6,84482.55,3834.07195
2025-03-17 20:00:00,84482.55,84506.8,83746.12,84010.03,1426.34545
2025-03-18 00:00:00,84010.02,84021.74,82960.0,83147.6,2227.16043
2025-03-18 04:00:00,83147.6,83280.0,82244.68,83163.81,3791.82354
2025-03-18 08:00:00,83163.81,83452.3,82500.0,82581.1,1859.60834
2025-03-18 12:00:00,82581.09,82821.6,81134.66,81610.21,5242.8777
2025-03-18 16:00:00,81610.22,82476.26,81245.65,82317.21,3040.4539
2025-03-18 20:00:00,82317.2,82810.95,81870.23,82715.03,1448.97492
2025-03-19 00:00:00,82715.03,83280.0,82547.16,83037.17,2751.69748
2025-03-19 04:00:00,83037.17,83364.16,82792.91,83190.0,1888.77416
2025-03-19 08:00:00,83190.0,84119.09,83178.74,83881.4,3556.56382
2025-03-19 12:00:00,83881.4,84888.0,83510.21,84733.05,5832.94768
2025-03-19 16:00:00,84733.05,85950.0,83578.32,85433.38,9865.43804
2025-03-19 20:00:00,85433.38,87000.0,85200.1,86845.94,4255.63256
2025-03-20 00:00:00,86845.93,87453.67,85619.56,85891.02,4306.12355
2025-03-20 04:00:00,85891.01,86013.05,85430.38,85816.39,2389.67499
2025-03-20 08:00:00,85816.39,86300.0,84755.14,85502.17,3049.10665
2025-03-20 12:00:00,85502.16,86532.04,84565.16,84691.76,5937.94941
2025-03-20 16:00:00,84691.27,84908.0,83655.23,84174.79,4615.68665
2025-03-20 20:00:00,84176.87,84609.21,83922.01,84223.39,1791.76338
2025-03-21 00:00:00,84223.38,84850.33,84180.09,84451.96,1402.80368
2025-03-21 04:00:00,84451.97,84798.93,83700.47,83937.98,2156.9138
2025-03-21 08:00:00,83937.99,84337.66,83732.09,84046.52,1486.42515
2025-03-21 12:00:00,84046.52,84358.51,83175.25,83565.48,3473.84885
2025-03-21 16:00:00,83565.47,84435.87,83379.0,83956.36,2229.62892
2025-03-21 20:00:00,83956.35,84584.0,83813.21,84088.79,1207.35403
2025-03-22 00:00:00,84088.79,84338.98,83989.58,84256.74,1006.94162
2025-03-22 04:00:00,84256.73,84429.09,84153.21,84274.72,754.99674
2025-03-22 08:00:00,84274.71,84539.17,84109.0,84239.25,871.57177
2025-03-22 12:00:00,84239.24,84296.39,83975.42,84109.09,1017.55631
2025-03-22 16:00:00,84109.08,84320.0,84063.53,84171.59,818.77482
2025-03-22 20:00:00,84171.59,84204.19,83625.1,83840.59,950.37988
2025-03-23 00:00:00,83840.59,84277.07,83809.75,84224.39,735.1977
2025-03-23 04:00:00,84224.39,84328.24,84070.22,84279.82,537.08204
2025-03-23 08:00:00,84279.82,85027.32,84263.05,84679.99,1637.95361
2025-03-23 12:00:00,84680.0,85254.17,84573.4,85189.41,1965.74104
2025-03-23 16:00:00,85189.41,85413.05,84800.0,85011.19,1581.19041
2025-03-23 20:00:00,85011.2,86129.64,84923.91,86082.5,2004.81333
2025-03-24 00:00:00,86082.5,86641.13,85519.09,86532.07,3571.64325
2025-03-24 04:00:00,86532.07,87300.0,86532.06,86874.52,4177.26747
2025-03-24 08:00:00,86874.52,87909.99,86838.76,87689.52,3734.28314
2025-03-24 12:00:00,87689.52,88765.43,87138.6,88350.01,8345.49659
2025-03-24 16:00:00,88350.01,88536.0,87690.59,88222.0,5650.83508
2025-03-24 20:00:00,88222.01,88481.14,87050.6,87498.16,4636.09558
2025-03-25 00:00:00,87498.16,87679.25,86330.66,86520.88,2967.91856
2025-03-25 04:00:00,86520.89,86879.77,86310.0,86436.82,2925.77929
2025-03-25 08:00:00,86436.82,87500.0,86406.49,87370.43,2680.08356
2025-03-25 12:00:00,87370.44,88258.8,86929.46,87774.37,5630.54013
2025-03-25 16:00:00,87774.37,88321.27,87588.59,88116.23,3269.38058
2025-03-25 20:00:00,88116.23,88539.63,87132.65,87392.87,5169.55036
2025-03-26 00:00:00,87392.88,87892.14,87030.56,87153.51,2376.15356
2025-03-26 04:00:00,87153.5,88275.0,87052.0,88140.45,2854.78166
2025-03-26 08:00:00,88140.45,88259.81,87837.49,87954.96,2414.73419
2025-03-26 12:00:00,87954.97,88000.0,86434.36,86752.52,5637.1011
2025-03-26 16:00:00,86752.52,87058.4,85860.0,86567.19,3006.95989
2025-03-26 20:00:00,86567.18,87404.34,86520.1,86909.17,2119.05445
2025-03-27 00:00:00,86909.17,87756.39,86796.26,87670.18,1891.16422
2025-03-27 04:00:00,87670.17,87691.34,87249.68,87399.99,1775.1179
2025-03-27 08:00:00,87399.99,87597.6,86787.0,86943.52,2195.77495
2025-03-27 12:00:00,86943.51,87575.0,85800.0,86974.07,7540.76727
2025-03-27 16:00:00,86974.07,87429.21,86796.0,87060.41,2215.08868
2025-03-27 20:00:00,87060.4,87728.27,86943.04,87232.01,1480.12595
2025-03-28 00:00:00,87232.01,87515.67,86750.0,86787.16,1911.72045
2025-03-28 04:00:00,86787.17,86832.64,85162.48,85212.99,5671.09628
