symbol,action,price,amount,commission,slippage,pnl,timestamp,structure,regime
BTC/USDT,buy,83422.950939,100,6256.721320425001,4.170939,0.0,2025-03-31 12:00:00,trend_following,unknown
BTC/USDT,buy,85162.59791699999,100,6387.194843775,4.257917,0.0,2025-04-01 20:00:00,trend_following,unknown
BTC/USDT,sell,83452.5771625,100,6258.943287187501,4.1728375,-96609.01518478803,2025-04-03 04:00:00,trend_following,unknown
BTC/USDT,sell,83988.65035750001,100,6299.148776812502,4.1996425,-49368.100489512086,2025-04-04 04:00:00,trend_following,unknown
BTC/USDT,buy,83894.0644935,100,6292.0548370125,4.1944935,0.0,2025-04-04 20:00:00,trend_following,unknown
BTC/USDT,sell,82851.84720050001,100,6213.8885400375,4.142799500000001,-116736.0099700503,2025-04-06 08:00:00,trend_following,unknown
BTC/USDT,buy,79985.9991,100,5998.949932500001,3.9991000000000003,0.0,2025-04-08 08:00:00,trend_following,unknown
BTC/USDT,buy,82336.196604,100,6175.2147453,4.116604000000001,0.0,2025-04-09 16:00:00,trend_following,unknown
BTC/USDT,sell,83977.1109345,100,6298.2833200875,4.1990655,269207.6856735125,2025-04-13 16:00:00,trend_following,unknown
